id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,event_duration_minutes,response_lag_minutes,ml_duration_minutes
FKID004004,unplanned,12.9608456,77.5133151,0.0,0.0,"Nagarabhavi Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2024-04-06 21:18:56.168000+00:00,,closed,yes,2024-04-06 22:07:19.310939+00:00,,,BMTC bus starting problem,bmtc_bus,FKN00GL1976,Non-corridor,low,,,,2024-04-06 21:19:53.083520+00:00,,1,FKUSR00135,FKUSR00001,,,,Jnanabharathi,,FKKG000129,,,,FKUSR00135,2024-04-06 22:07:19.310310+00:00,,,,,,48.38570516666667,-0.948592,48.38570516666667
FKID004005,unplanned,12.986114,77.5807451,0.0,0.0,"North Park Road, Shivananda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-04-06 21:48:09.016000+00:00,,closed,yes,2024-04-06 23:29:07.599644+00:00,,,[PERSON] junction to [PERSON] junction [LOCATION] drainage open agi water logging agiruttade,,,Non-corridor,low,,,,2024-04-06 21:50:40.586634+00:00,,1,FKUSR01072,FKUSR00001,,,,High ground,,FKKG001037,,,,FKUSR01072,2024-04-06 23:29:07.543342+00:00,,,,,,100.9754557,-2.5261772333333337,100.97545570000001
FKID004007,unplanned,12.9311998,77.6868948,0.0,0.0,"I Life Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",,pot_holes,False,2024-04-06 08:13:39.437000+00:00,,active,yes,2024-04-06 08:19:24.131630+00:00,,,ನಮಸ್ಕಾರ sir,,,ORR East 1,high,,,,2024-04-06 08:15:27.921237+00:00,,1,FKUSR00198,FKUSR00001,,,,HAL Old Airport,,FKKG000190,,,,,,,,,,,,-1.8080706166666665,5.7449105000000005
FKID004008,unplanned,12.958101,77.605949,0.0,0.0,"Kadidal Manjappa Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,vehicle_breakdown,False,2024-04-06 18:48:05.848000+00:00,,closed,yes,2024-04-06 21:35:48.027751+00:00,,,on cash vehicle is off road near [LOCATION] no hindrance of vehicles traffic is normal,others,FKN00GL1977,Hosur Road,high,,,,2024-04-06 19:14:44.648527+00:00,,1,FKUSR01327,FKUSR00001,,,,Ashok Nagar,,FKKG001286,,,,,,,,,,,,-26.64667545,167.70299585
FKID004009,unplanned,12.8746583,77.542115,0.0,0.0,"Konanakunte Main Road, Vajarahalli Village, Vajarahalli, Bengaluru, Karnataka. Pin-560109 (India)",,vehicle_breakdown,False,2024-04-06 19:26:25.692000+00:00,,closed,yes,2024-04-06 21:35:48.049149+00:00,,,mechanical problem,heavy_vehicle,FKN00GL1978,Non-corridor,low,,,,2024-04-06 19:28:08.217635+00:00,,1,FKUSR01401,FKUSR00001,,,,Thalagattapura,,FKKG001353,,,,,,,,,,,,-1.7087605833333332,129.37261915000002
FKID004010,unplanned,13.0417739,77.6140293,0.0,0.0,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",,construction,False,2024-04-06 22:38:57.997000+00:00,,active,yes,2024-04-06 22:51:20.645588+00:00,,,veerannapalya Junction  BWSSB wark,,,ORR North 1,high,,,,2024-04-06 22:50:44.869629+00:00,,1,FKUSR01402,FKUSR00001,,,,Hennuru,,FKKG001354,,,,,,,,,,,,-11.781210483333332,12.377476466666668
FKID004011,unplanned,12.9482417,77.5735767,0.0,0.0,"National College Flyover, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",,pot_holes,False,2024-04-06 22:14:54.927000+00:00,,active,yes,2024-04-06 22:22:03.469347+00:00,,,pathhole,,,Non-corridor,low,,,,2024-04-06 22:17:34.041535+00:00,,1,FKUSR01396,FKUSR00001,,,,Basavanagudi,,FKKG001348,,,,,,,,,,,,-2.6519089166666663,7.14237245
FKID004012,unplanned,12.9792233,77.6025466,0.0,0.0,"Central Street, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-04-06 21:13:02.448000+00:00,,closed,no,2024-04-06 22:46:26.121992+00:00,,,ಕಾರಿನ ಮುಂಭಾಗದ ಟೈರು ವೀಲ್ ಕಟ್ ಆಗಿರುತ್ತದೆ,private_car,FKN00GL1979,Old Madras Road,high,,,,2024-04-06 21:14:51.660653+00:00,,1,FKUSR00179,FKUSR00001,,,,Shivajinagar,,FKKG000172,,,,FKUSR00179,2024-04-06 22:46:25.885139+00:00,,,,,,93.39061898333333,-1.8202108833333337,93.39061898333333
FKID004013,unplanned,12.9550483,77.5196917,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Bangalore City Employees Housing & Social Welfare Cooperative Society, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",,others,False,2024-04-06 23:08:37.717000+00:00,,active,yes,2024-04-06 23:13:53.528344+00:00,,,traffic slow moment,,,Non-corridor,low,,,,2024-04-06 23:09:30.679582+00:00,,1,FKUSR00057,FKUSR00001,,,,Byatarayanapura,,FKKG000051,,,,,,,,,,,,-0.8827096999999999,5.2635224
FKID004014,unplanned,12.9798824,77.6009322,0.0,0.0,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,pot_holes,False,2024-04-06 22:53:13.753000+00:00,,active,yes,2024-04-06 22:58:00.641268+00:00,,,[PERSON],,,CBD 2,high,,,,2024-04-06 22:54:40.148466+00:00,,1,FKUSR00825,FKUSR00001,,,,Shivajinagar,,FKKG000805,,,,,,,,,,,,-1.4399244333333334,4.781471133333333
FKID004015,unplanned,12.9238289,77.5971089,12.9240025,77.5970823,"East End A Main Road, NAL Layout, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)","East End A Main Road, NAL Layout, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",tree_fall,True,2024-04-06 22:50:22.873000+00:00,,closed,yes,2024-04-06 23:20:25.584147+00:00,,,bescom power problem,,,Bannerghata Road,high,,,,2024-04-06 22:53:01.456027+00:00,,1,FKUSR00116,FKUSR00001,,,,Jayanagara,,FKKG000110,,,,FKUSR00116,2024-04-06 23:20:25.583652+00:00,,,,,,30.045177533333337,-2.6430504499999996,30.045177533333334
FKID004016,unplanned,12.9853419,77.5530597,0.0,0.0,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,vehicle_breakdown,False,2024-04-06 21:59:07.139000+00:00,,closed,yes,2024-04-07 00:35:48.029390+00:00,,,Traffic no probelm,others,FKN00GL1980,Non-corridor,low,,,,2024-04-06 22:01:09.703989+00:00,,1,FKUSR00878,FKUSR00001,,,,Rajajinagar,,FKKG000858,,,,,,,,,,,,-2.0427498166666664,156.6815065
FKID004017,unplanned,13.0554915,77.7660135,0.0,0.0,"MBT Road, Amogaya Adorit, Katamnallur, Bengaluru, Karnataka. Pin-560049 (India)",,vehicle_breakdown,False,2024-04-06 23:02:02.491000+00:00,,closed,yes,2024-04-07 01:35:47.994941+00:00,,,"HGV VAHICLE WHEEL JAM, NO PROBLEM TO TRAFFIC. [PERSON] PURAM, OM ROAD SIR",heavy_vehicle,FKN00GL1981,Non-corridor,low,,,,2024-04-06 23:04:33.621462+00:00,,1,FKUSR00575,FKUSR00001,,,,K.R. Pura,,FKKG000564,,,,,,,,,,,,-2.518841033333333,153.7583990166667
FKID004018,unplanned,13.0547107,77.7637897,0.0,0.0,"MBT Road, SBR Keerthi Prime, Katamnallur, Bengaluru, Karnataka. Pin-560049 (India)",,vehicle_breakdown,False,2024-04-06 23:14:07.117000+00:00,,closed,yes,2024-04-07 01:35:48.056154+00:00,,,From [LOCATION] kodi TW KR PURAM at Katamnallur bridge,truck,FKN00GL1982,Non-corridor,low,Steel stone,Diesel supply pump problem,3.0,2024-04-06 23:19:24.934106+00:00,,1,FKUSR00575,FKUSR00001,,,,K.R. Pura,,FKKG000564,,,,,,,,,,,,-5.296951766666667,141.68231923333332
FKID004019,planned,12.9368449,77.5737802,0.0,0.0,"Sri Nitturu Srinivasarao Road, Bharathi Nursing Home Junction, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",,construction,False,2024-04-06 22:57:16.669000+00:00,2024-04-06 19:01:46+00:00,closed,yes,2024-04-06 23:35:48.002616+00:00,,,BWSSB work progress K R road towards D M junction traffic slow moment,,,Non-corridor,low,,,,2024-04-06 23:02:01.646978+00:00,,1,FKUSR00313,FKUSR00001,,,,Basavanagudi,,FKKG000305,,,,,,,,,,,,-4.749632966666667,38.52222693333333
FKID004020,unplanned,12.9640674,77.5855008,0.0,0.0,"Sri Narsimha Rao Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,False,2024-04-06 23:39:25.869000+00:00,,closed,no,2024-04-07 01:05:38.505935+00:00,,,gear problem sir,bmtc_bus,FKN00GL1983,Mysore Road,high,,,,2024-04-06 23:40:27.367568+00:00,,1,FKUSR00319,FKUSR00001,,,,Halasuru Gate,,FKKG000311,,,,FKUSR00319,2024-04-07 01:05:38.505334+00:00,,,,,,86.21060556666666,-1.0249761333333334,86.21060556666666
FKID004021,unplanned,12.9234607,77.5763798,0.0,0.0,"36th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,road_conditions,False,2024-04-07 00:01:17.925000+00:00,,active,yes,2024-04-07 00:06:20.171135+00:00,,,"jss signal, 36 towards [LOCATION] road",,,Non-corridor,low,,,,2024-04-07 00:05:12.908789+00:00,,1,FKUSR00777,FKUSR00001,,,,Jayanagara,,FKKG000761,,,,,,,,,,,,-3.9163964833333336,5.037435583333333
FKID004022,unplanned,12.953133,77.5391544,0.0,0.0,"KR Market Road, Maruthi Nagar, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2024-04-06 23:32:38.936000+00:00,,closed,yes,2024-04-07 01:35:48.080391+00:00,,,side allide traffic ge enu samasye illa sir,lcv,FKN00GL1984,West of Chord Road,high,,,,2024-04-06 23:33:34.474415+00:00,,1,FKUSR00364,FKUSR00001,,,,Byatarayanapura,,FKKG000356,,,,,,,,,,,,-0.92564025,123.15240651666666
FKID004023,unplanned,12.9662734,77.6066971,0.0,0.0,"Museum Road, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",,tree_fall,False,2024-04-07 00:05:15.035000+00:00,,active,yes,2024-04-07 00:11:53.636087+00:00,,,ಅಶೋಕ್ ನಗರ ಟ್ರಾಫಿಕ್ ಸಿಗ್ನಲ್ ಲೈಟ್ ಸೂಲೆ ಸರ್ಕಲ್ ಹತ್ತಿರಾ ಒಂದು ದೊಡ್ಡದಾದ ಮರ ಬಿದಿದ್ದು ಅದನ್ನು ತೆರವು ಗೊಳಿಸಲು ಕ್ರೇನ್ ರಸ್ತೆಯಲ್ಲಿ ಇದ್ದು ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದು... ಸಂಚಾರ ನಿದಾನ ಇರುತ್ತದೆ ಸರ್,,,Mysore Road,high,,,,2024-04-07 00:08:50.886072+00:00,,1,FKUSR00366,FKUSR00001,,,,Ashok Nagar,,FKKG000358,,,,,,,,,,,,-3.5975178666666663,6.64335145
FKID004024,unplanned,12.9232722,77.5762904,0.0,0.0,"Konanakunte Main Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,road_conditions,False,2024-04-07 00:11:18.594000+00:00,,active,yes,2024-04-07 00:15:36.355560+00:00,,,"jss signal, 36cross towards [LOCATION] road",,,Non-corridor,low,,,,2024-04-07 00:13:07.185986+00:00,,1,FKUSR00777,FKUSR00001,,,,Jayanagara,,FKKG000761,,,,,,,,,,,,-1.8098664333333336,4.2960259999999995
FKID004025,unplanned,13.0124851,77.6163012,13.0125255,77.6163083,"Vinoba Nagar Main Road, Narasimha Block, Pillanna Garden, Bengaluru, Karnataka. Pin-560045 (India)","Vinoba Nagar Main Road, Narasimha Block, Pillanna Garden, Bengaluru, Karnataka. Pin-560045 (India)",vehicle_breakdown,True,2024-04-06 22:08:01.265000+00:00,,closed,yes,2024-04-07 00:35:48.052858+00:00,,,,bmtc_bus,FKN00GL1985,Non-corridor,low,,,,2024-04-06 22:08:36.269617+00:00,,1,FKUSR00036,FKUSR00001,,,,K.G. Halli,,FKKG000030,,,,,,,,,,,,-0.5834102833333333,147.77979763333332
FKID004026,unplanned,12.8798387,77.5459388,0.0,0.0,"2nd Cross Road, 4th H Block, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",,vehicle_breakdown,False,2024-04-07 00:09:16.756000+00:00,,closed,yes,2024-04-07 00:24:00.612100+00:00,,,ksit signal near [LOCATION] jewellers [PERSON] [LOCATION] out going traffic slow movements,heavy_vehicle,FKN00GL1986,Non-corridor,low,,,,2024-04-07 00:13:10.504467+00:00,,1,FKUSR01403,FKUSR00001,,,,Thalagattapura,,FKKG001355,,,,FKUSR01403,2024-04-07 00:23:13.021857+00:00,,,,,,13.937764283333332,-3.8958077833333338,13.937764283333333
FKID004027,unplanned,13.0028917,77.5306097,0.0,0.0,"17th Main Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",,vehicle_breakdown,False,2024-04-07 00:45:43.663000+00:00,,closed,yes,2024-04-07 01:07:01.928333+00:00,,,,lcv,FKN00GL1987,Non-corridor,low,,,,2024-04-07 00:46:22.387701+00:00,,1,FKUSR01023,FKUSR00001,,,,Rajajinagar,,FKKG000991,,,,FKUSR01023,2024-04-07 01:07:01.927546+00:00,,,,,,21.3044091,-0.6454116833333334,21.3044091
FKID004028,unplanned,12.9912859,77.6580603,0.0,0.0,"Varthuru Road, Salarpuria Sattva, Rajanna Colony, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",,vehicle_breakdown,False,2024-04-07 00:49:50.883000+00:00,,closed,yes,2024-04-07 03:35:48.153249+00:00,,,start problem,bmtc_bus,FKN00GL1988,Old Madras Road,high,,,,2024-04-07 00:50:36.233363+00:00,,1,FKUSR00531,FKUSR00001,,,,Banaswadi,,FKKG000520,,,,,,,,,,,,-0.7558393833333333,165.95450415
FKID004029,unplanned,12.9380928,77.5214674,0.0,0.0,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",,vehicle_breakdown,False,2024-04-07 00:18:35.384000+00:00,,closed,yes,2024-04-07 02:35:48.034226+00:00,,,,heavy_vehicle,FKN00GL1989,Mysore Road,high,,,,2024-04-07 00:20:01.770129+00:00,,1,FKUSR00012,FKUSR00001,,,,Byatarayanapura,,FKKG000008,,,,,,,,,,,,-1.439768816666667,137.2108371
FKID004030,unplanned,12.9118524,77.4858155,12.9126757,77.4849618,"2nd Cross Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)","Kuvempu Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",others,True,2024-04-07 00:58:06.443000+00:00,,closed,yes,2024-04-07 06:04:14.282064+00:00,,,starting problem sir,,,Mysore Road,high,,,,2024-04-07 00:59:01.261738+00:00,,1,FKUSR00738,FKUSR00001,,,,Kengeri,,FKKG000722,,,,FKUSR00738,2024-04-07 06:04:14.281374+00:00,,,,,,306.1306395666667,-0.9136456333333334,306.1306395666667
FKID004031,planned,12.9696781,77.7005957,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-04-07 02:04:12.448000+00:00,2024-04-07 10:05:46+00:00,closed,yes,2024-04-07 10:35:48.591821+00:00,,,[LOCATION] center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards marathhalli and from karthiknagara towards [LOCATION],,,ORR East 2,high,,,,2024-04-07 02:09:40.997621+00:00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,,,-5.475827016666667,511.6023970166667
FKID004032,unplanned,12.9759434,77.5981783,0.0,0.0,"Kasturba Road, Golden Orchid Apartment, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-04-07 01:40:11.985000+00:00,,closed,no,2024-04-07 01:45:05.745046+00:00,,,traffic slow moment,truck,FKN00GL1990,CBD 2,high,garbage vahicle BBMP,other,10.0,2024-04-07 01:43:17.387400+00:00,,1,FKUSR00379,FKUSR00379,,,,Cubbon Park,,FKKG000369,,,,FKUSR00379,2024-04-07 01:45:05.577612+00:00,,,,,,4.8932101999999995,-3.09004,4.8932101999999995
FKID004033,unplanned,13.0143257,77.5837964,0.0,0.0,"Bellary Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,vehicle_breakdown,False,2024-04-07 01:09:37.916000+00:00,,closed,yes,2024-04-07 02:11:38.089808+00:00,,,,private_car,FKN00GL1991,Bellary Road 1,high,,,,2024-04-07 01:10:54.687116+00:00,,1,FKUSR01404,FKUSR00001,,,,Sadashivanagar,,FKKG001356,,,,FKUSR01404,2024-04-07 02:11:38.089131+00:00,,,,,,62.002885516666666,-1.2795186,62.002885516666666
FKID004034,unplanned,12.8462325,77.6724104,0.0,0.0,"Hosur Road, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2024-04-07 02:12:05.994000+00:00,,closed,yes,2024-04-07 02:34:30.266992+00:00,,,veerasandra service road near bmtc depo,heavy_vehicle,FKN00GL1288,Non-corridor,low,,,,2024-04-07 02:13:25.098093+00:00,,1,FKUSR00406,FKUSR00001,,,,Electronic City,,FKKG000396,,,,FKUSR00406,2024-04-07 02:28:27.056393+00:00,,,,,,16.351039883333335,-1.31840155,16.351039883333335
FKID004035,unplanned,12.9236718,77.5762864,0.0,0.0,"Konanakunte Main Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,road_conditions,False,2024-04-07 02:11:19.530000+00:00,,active,yes,2024-04-07 05:47:54.476761+00:00,,,36 ಕ್ರಾಸ್ ಜಯನಗರ ಕಡೆಯಿಂದ ಜೆ ಎಸ್ ಎಸ್ ಕಡೆ ಬರುವ ಜೆ ಎಸ್ ಎಸ್ ಸಿಗ್ನಲ್ ನಲ್ಲಿ ಮಳೆಯಿಂದ ರಸ್ತೆ ಗುಂಡಿ ಬಿದ್ದಿರುತ್ತದೆ ವಾಹನ ಸವಾರರಿಗೆ [PERSON] ಉಂಟಾಗುತ್ತಿದ್ದು ಅಪಘಾತವಾಗುವ ಸಾಧ್ಯತೆ ಇರುತ್ತದೆ ಸರ್,,,Non-corridor,low,,,,2024-04-07 02:18:51.138777+00:00,,1,FKUSR00322,FKUSR00001,,,,Banashankari,,FKKG000314,,,,,,,,,,,,-7.526812949999999,216.58244601666667
FKID004036,unplanned,12.9579051,77.5672107,12.9579367,77.5672295,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)","4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,True,2024-04-06 23:47:14.186000+00:00,,closed,yes,2024-04-07 02:35:48.002394+00:00,,,bajar street 4th main [PERSON],bmtc_bus,FKN00GL1992,Non-corridor,low,,,,2024-04-06 23:47:59.897031+00:00,,1,FKUSR00517,FKUSR00001,,,,Chamarajpet,,FKKG000506,,,,,,,,,,,,-0.7618505166666666,168.56360656666666
FKID004037,unplanned,12.8437666,77.6880644,0.0,0.0,"Huskur Main Road, Inspira Tropical Garden, Gulimangala, Bengaluru, Karnataka. Pin-560099 (India)",,vehicle_breakdown,False,2024-04-07 00:03:16.613000+00:00,,closed,yes,2024-04-07 02:35:48.014817+00:00,,,joint cut,heavy_vehicle,FKN00GL1993,Non-corridor,low,,,,2024-04-07 00:06:12.697045+00:00,,1,FKUSR00863,FKUSR00001,,,,Electronic City,,FKKG000843,,,,,,,,,,,,-2.9347340833333333,152.52336361666667
FKID004038,unplanned,13.0351311,77.5269457,0.0,0.0,"2nd Cross Road, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,False,2024-04-07 02:35:52.603000+00:00,,closed,yes,2024-04-07 04:16:21.344429+00:00,,,srs junction on flyover towards city eicher vehicle off road due to starting problem sir traffic one side moving sir,heavy_vehicle,FKN00GL1994,Tumkur Road,high,,,,2024-04-07 02:38:36.715874+00:00,,1,FKUSR00157,FKUSR00001,,,,Peenya,,FKKG000151,,,,FKUSR00157,2024-04-07 04:16:21.343464+00:00,,,,,,100.47900773333336,-2.735214566666667,100.47900773333335
FKID004039,unplanned,12.979865,77.5925813,0.0,0.0,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-04-07 03:01:08.935000+00:00,,closed,yes,2024-04-07 03:07:33.581463+00:00,,,bus offroad near [LOCATION] traffic slow movement sir,others,FKN00GL1995,CBD 2,high,,,,2024-04-07 03:02:38.381134+00:00,,1,FKUSR01263,FKUSR00001,,,,Cubbon Park,,FKKG001223,,,,FKUSR01263,2024-04-07 03:07:33.580892+00:00,,,,,,6.410764866666667,-1.4907689,6.410764866666667
FKID004040,unplanned,12.9424793,77.6228453,0.0,0.0,"Srinivagilu Main Road, Godavari Block, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",,vehicle_breakdown,False,2024-04-07 03:02:14.957000+00:00,,closed,yes,2024-04-07 05:31:59.000543+00:00,,,near ngv back gate jn,bmtc_bus,FKN00GL0960,Non-corridor,low,,,,2024-04-07 03:05:19.025429+00:00,,1,FKUSR01405,FKUSR00001,,,,Adugodi,,FKKG001357,,,,FKUSR01405,2024-04-07 05:31:57.063652+00:00,,,,,,149.70177753333334,-3.06780715,149.70177753333334
FKID004041,unplanned,12.9550165,77.519709,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Bangalore City Employees Housing & Social Welfare Cooperative Society, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2024-04-06 23:52:27.604000+00:00,,closed,yes,2024-04-07 02:35:47.959836+00:00,,,vehicle brek down,bmtc_bus,FKN00GL1996,Non-corridor,low,,,,2024-04-06 23:53:06.217745+00:00,,1,FKUSR00012,FKUSR00001,,,,Byatarayanapura,,FKKG000008,,,,,,,,,,,,-0.6435624166666667,163.33926393333334
FKID004042,unplanned,13.0132803,77.6997851,0.0,0.0,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",,others,False,2024-04-07 02:48:34.116000+00:00,,closed,no,2024-04-07 03:20:10.498029+00:00,,,This vehicle is parked due to an accidental fire. The fire has been extinguished.  at govt clg signal towards city.,,,Non-corridor,low,,,,2024-04-07 02:55:55.906100+00:00,,1,FKUSR00523,FKUSR00001,,,,K.R. Pura,,FKKG000512,,,,FKUSR00523,2024-04-07 03:20:10.497441+00:00,,,,,,31.60635735,-7.363168333333333,31.60635735
FKID004043,unplanned,12.975654,77.5644982,0.0,0.0,"Binny Mill Main Road, Prestige West Woods, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,False,2024-04-07 00:36:40.900000+00:00,,closed,yes,2024-04-07 03:35:48.390375+00:00,,,passenger auto puncture Hunesmara junction Magadi road to towards [PERSON],others,FKN00GL1997,Magadi Road,high,,,,2024-04-07 00:39:14.010225+00:00,,1,FKUSR01043,FKUSR00001,,,,Magadi Road,,FKKG001010,,,,,,,,,,,,-2.5518370833333335,179.1248395833333
FKID004044,unplanned,12.9665476,77.5048771,0.0,0.0,"60 Feet Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2024-04-07 04:02:21.409000+00:00,,closed,yes,2024-04-07 04:45:07.440234+00:00,,,heavy vehicle break down Deepa complex towards [LOCATION] main road,heavy_vehicle,FKN00GL1998,Non-corridor,low,,,,2024-04-07 04:05:32.629641+00:00,,1,FKUSR00840,FKUSR00001,,,,Jnanabharathi,,FKKG000820,,,,FKUSR00840,2024-04-07 04:45:07.439520+00:00,,,,,,42.76717533333333,-3.187010683333334,42.76717533333333
FKID004045,unplanned,12.9649488,77.5991014,0.0,0.0,"Richmond Road, Purva Premiere, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",,vehicle_breakdown,False,2024-04-07 02:20:53.167000+00:00,,closed,yes,2024-04-07 04:35:48.312620+00:00,,,"[LOCATION] road flyover upramp ಬಳಿ ಈ ವಾಹನವು ಗೇರ್ ಸಮಸ್ಯೆಯಿಂದ ಕೆಟ್ಟು ನಿಂತಿದ್ದು, ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗದಂತೆ ರಸ್ತೆಬದಿಗೆ ಹಾಕಿಸಲಾಗಿದೆ.ರಿಚ್ಮಂಡ್ ರಸ್ತೆಯ ಸಂಚಾರ ಸ್ವಲ್ಪ ನಿಧಾನವಾಗಲಿದೆ.ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ನನ್ನ ನಂ [PHONE] ಸರ್",lcv,FKN00GL1999,Mysore Road,high,,,,2024-04-07 02:25:15.172424+00:00,,1,FKUSR00791,FKUSR00001,,,,Ashok Nagar,,FKKG000775,,,,,,,,,,,,-4.366757066666667,134.91909366666667
FKID004046,unplanned,12.8412305,77.6491021,0.0,0.0,"Neeladri Road, Ittina Mahaveer, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2024-04-07 04:06:41.942000+00:00,,closed,yes,2024-04-07 05:29:38.848120+00:00,,,,private_car,FKN00GL2000,Non-corridor,low,,,,2024-04-07 04:10:01.043911+00:00,,1,FKUSR00283,FKUSR00001,,,,Electronic City,,FKKG000275,,,,FKUSR00283,2024-04-07 05:29:38.847612+00:00,,,,,,82.94842686666667,-3.3183651833333334,82.94842686666667
FKID004048,unplanned,12.9501237,77.5374664,12.9501644,77.5373927,"Mysore Road, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)","Mysore Road, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,True,2024-04-07 01:28:57.504000+00:00,,closed,yes,2024-04-07 03:35:48.348984+00:00,,,break down,lcv,FKN00GL2001,West of Chord Road,high,,,,2024-04-07 01:30:12.150999+00:00,,1,FKUSR00918,FKUSR00001,,,,Byatarayanapura,,FKKG000897,,,,,,,,,,,,-1.2441166499999998,126.8474164
